"","text","user_suggestion","klasifikasi"
"76"," maelstrom  anger fear disillusionment  sheer ecstasy       things   youll learn  hate  friends  love random strangers   forty five minutes   average match   short span   grudges   born   rise  poor plays   vilified   g r r martin epic  yet    emotional drama  highs  lows youll  yearn    learning     adventure  masochism everyone begins   dreaded nb unable  contribute anything  gold  xp   opposing team   weeks later  theyll  learned   tricks   place wards   turn  auto attack   options  crucially  ability   abuse   chin without rage quitting     months  theyll  rolling   regulars double stacking recrowing  ggwp  become part   vernacular immunity   insults   delivered upon  chins    grown thick  stubble  caloused skin theyll  succesfully joined  inclusive club whose members include     worlds burgeoning esports scene consider  football metaphor pub matches    kick    local park using   boots strips  footballs rooney messi  neymar use  packed stadiums full  shouting            sounds  bit   ask  whats  point     dont feel something       delivers passion  fury  spades    great   hidden depths forever tease  sirens upon  rocks  ready  punish  overblown sense  ego  dont    item store  partnerparentscommon sense   understand   spent    virtual eye candy   favourite hero",1,"Positif"
"77","thank   killing      relatedoh  next  release  spinoff cashgrab   announced  big stuffno  complained   elders scrolls card   fallout shelter     next entries coming ",0,"Negatif"
"78","dear gabe    writing     aint calling  left  cell  pager   home phone   bottomi sent two letters   autumn  must nota  emthere probably   problem   post office  something",1,"Positif"
"79"," havent                good    moba arpg   objective  simple enough destroy  opponents ancient  lies deep within  territory graphically speaking    best        sure  nice animations looks      improved though       cartoons   would   realistic approach   voice acting  nice  well soundtrack   improved  best part        pay  win         alters         performance      matter  weapon   using   vanilla   weapon   hero     damage   opponent   cases     care   hero looks    big plus  meall     good  polished    updates  frequently   good  bad depending   bandwidth must   sure  good ",1,"Positif"
"80","   moment   twelve million brazillians pumping light       degree notion  brazillian servers  easy    moment  dozen long islanders  stranded   server somewhere  australia  easy    moment  puervians  probably hurtling   control plummeting toward  world shatter collision   simulatiniously predicted  three equally archaic culture   barely installed  somewhere  simple  plants seeds   veins  hopes    become natures prophet    stand  combined energy   four magnificent teammates irrocably focused    guy  kind  lost  lane  isnt easy  easy   would  reccomend  ",0,"Negatif"
"81","  first started     little overwhelmed   first artsmoba    pretty complicated  soon started  pick   mechanics   hitting  denying   knew    performing   better  stopped making silly     vastly better     enemy     part everyone  met   helpful       k however   y   ce     yee o   ooa     y  x   ",1,"Positif"
"82"," love    u    numbers    spent   money         lt disgustingits aint   hos   half  wif ripoffed content   sorts  gamesbroken talent tree hero unbalance welldone  u ed   completely    mention     basefck ",0,"Negatif"
"83","       become  tragedy adding   kill    hits  changing  original      improve things icefrog    huge fan      everyday    regret knowing   existence pls change everything    bs",0,"Negatif"
"84","                                                                                                                                                                                                                                                                                                                                                                             ps                                                ",1,"Positif"
"85","actually     cool things especially pregame stage  awesome team composition  pretty cool   heroshop ingame interface  terrible  changes brings great disbalance     bounty runes     talent tree   less advantages     return       least  matter  versio   x     impossible   absolutely  hope   hear    fix   future updates  ill wait    another   gives  pleasure  disappointment thanks   attention",0,"Negatif"
"86","          right         called  worst profanities   could imagine    tormented  loss  betrayal   dealt   worst human beings  world   offer   cried suffered  lost  sanity   hands     yet   keep   definitely recommend ",1,"Positif"
